Citation,x,y,cluster,keywords,Index,Full Name,ACM Fellow Profile,DBLP profile,Google Scholar Profile,image_url
for leadership in creating advanced research infrastructure including the first internet interconnection point,-0.21339887,8.832589,8,"protocols, internet, systems, networks, wireless",79,Glenn Ricart,https://awards.acm.org/award-recipients/ricart_1241702,https://dblp.org/pid/54/1042,https://scholar.google.com/citations?user=xqach48AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=xqach48AAAAJ
for contributions to neuromorphic computing and deep-learning acceleration,0.46022886,5.63136,9,"memory, systems, distributed, parallel, computing",80,Hai Li,https://awards.acm.org/award-recipients/li_8793251,https://dblp.org/pid/06/5975,https://scholar.google.com/citations?user=u7xU-J4AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=u7xU-J4AAAAJ
"for contributions to the communication, concurrency and resource control in parallel systems",0.3254347,5.1883583,9,"memory, systems, distributed, parallel, computing",81,Hubertus Franke,https://awards.acm.org/award-recipients/franke_0111101,https://dblp.org/pid/17/3453,https://scholar.google.com/citations?user=iklPa0oAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=iklPa0oAAAAJ
for contributions to human-computer interaction and accessible computing,4.552328,4.8399577,7,"cooperative, computing, computer, interaction, human",82,Jacob Otto Wobbrock,https://awards.acm.org/award-recipients/wobbrock_3026192,,,
for contributions to algorithmic analysis of dynamical systems,2.5444152,8.522016,2,"combinatorial, computational, theory, complexity, algorithms",83,Joel Ouaknine,https://awards.acm.org/award-recipients/ouaknine_6048259,https://dblp.org/pid/55/4663,https://scholar.google.com/citations?user=ZfE4iQ4AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=ZfE4iQ4AAAAJ
for contributions to cryptographic protocol design and cryptography education,1.9330441,9.960728,0,"cryptographic, systems, cryptography, privacy, security",84,Jonathan Katz,https://awards.acm.org/award-recipients/katz_1276948,https://dblp.org/pid/k/JonathanKatz,https://scholar.google.com/citations?user=H4rKFc8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=H4rKFc8AAAAJ
for contributions to research and implementation in computer science education,-0.51583403,8.662232,4,"service, science, computing, acm, computer",85,Judith Gal-Ezer,https://awards.acm.org/award-recipients/gal-ezer_3857372,https://dblp.org/pid/26/3189,https://scholar.google.com/citations?user=Z67FftMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Z67FftMAAAAJ
for contributions to making public-key cryptography useful in practice,1.7598847,9.884142,0,"cryptographic, systems, cryptography, privacy, security",86,Leonard M. Adleman,https://awards.acm.org/award-recipients/adleman_7308544,https://dblp.org/pid/a/LeonardMAdleman,,
for contributions in computer architecture performance analysis and modeling,-1.2742898,4.7388496,9,"memory, systems, distributed, parallel, computing",87,Lieven Eeckhout,https://awards.acm.org/award-recipients/eeckhout_6935601,https://dblp.org/pid/e/LievenEeckhout,https://scholar.google.com/citations?user=biYmJXsAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=biYmJXsAAAAJ
for contributions to mobile and network systems,2.5706027,3.5477774,8,"protocols, internet, systems, networks, wireless",88,Lin Zhong,https://awards.acm.org/award-recipients/zhong_5960281,https://dblp.org/pid/174/4011,https://scholar.google.com/citations?user=HeHFFW8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=HeHFFW8AAAAJ
for contributions to computer security and e-crime measures,2.9038184,4.849584,0,"cryptographic, systems, cryptography, privacy, security",89,Linda Jean Camp,https://awards.acm.org/award-recipients/camp_4022810,https://dblp.org/pid/72/4476,,
for contributions to complexity theory and combinatorial optimization,2.6756747,9.06724,2,"combinatorial, computational, theory, complexity, algorithms",90,Luca Trevisan,https://awards.acm.org/award-recipients/trevisan_1476744,https://dblp.org/pid/t/LucaTrevisan,https://scholar.google.com/citations?user=4yuKD_AAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=4yuKD_AAAAAJ
"for contributions to computational complexity, information theory, and algorithmic mechanism design",2.1263907,9.0554905,2,"combinatorial, computational, theory, complexity, algorithms",91,Mark Braverman,https://awards.acm.org/award-recipients/braverman_9877897,https://dblp.org/pid/16/6136,,
for contributions to data structures for biocomputing and big data,2.9745307,6.6330814,5,"query, systems, data, management, database",92,Martin Farach-Colton,https://awards.acm.org/award-recipients/farach-colton_N017087,https://dblp.org/pid/f/MartinFarachColton,https://scholar.google.com/citations?user=2uHUSa8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=2uHUSa8AAAAJ
for contributions to robotic manipulation and manipulation path planning,4.6868105,8.755958,6,"rendering, image, graphics, computer, vision",93,Matthew T Mason,https://awards.acm.org/award-recipients/mason_5093703,https://dblp.org/pid/69/5537,https://scholar.google.com/citations?user=D_JpQnAAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=D_JpQnAAAAAJ
"for contributions to system-level design, embedded systems and assistive technologies for the visually impaired",4.309382,4.8116827,7,"cooperative, computing, computer, interaction, human",94,Meenakshi Balakrishnan,https://awards.acm.org/award-recipients/balakrishnan_4440475,https://dblp.org/pid/222/4034,https://scholar.google.com/citations?user=G8StE6wAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=G8StE6wAAAAJ
"for contributions to visual tracking, face processing, and low-level vision",6.1671515,8.692346,6,"rendering, image, graphics, computer, vision",95,Ming-Hsuan Yang,https://awards.acm.org/award-recipients/yang_4468088,https://dblp.org/pid/79/3711,https://scholar.google.com/citations?user=p9-ohHsAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=p9-ohHsAAAAJ
for contributions to data mining algorithms and foundations,4.176331,6.94724,1,"machine, natural, artificial, intelligence, learning",96,Mohammed Zaki,https://awards.acm.org/award-recipients/zaki_4721650,https://dblp.org/pid/z/MohammedJaveedZaki,https://scholar.google.com/citations?user=UmwJklEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=UmwJklEAAAAJ
for contributions to human action recognition in video and leadership for undergraduate research experience,6.1503487,8.590212,6,"rendering, image, graphics, computer, vision",97,Mubarak Ali Shah,https://awards.acm.org/award-recipients/shah_2657963,,,
for contributions to artificial intelligence and multiagent systems and their applications in service-oriented computing and sociotechnical systems,2.9969187,7.517652,1,"machine, natural, artificial, intelligence, learning",98,Munindar P. Singh,https://awards.acm.org/award-recipients/singh_4715637,https://dblp.org/pid/s/MunindarPSingh,https://scholar.google.com/citations?user=qNznu3kAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=qNznu3kAAAAJ
"for contributions to data privacy, access control, and trust management",2.7421033,5.1030316,0,"cryptographic, systems, cryptography, privacy, security",99,Ninghui Li,https://awards.acm.org/award-recipients/li_UJ45057,https://dblp.org/pid/l/NinghuiLi,https://scholar.google.com/citations?user=XpHwrPsAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=XpHwrPsAAAAJ
for contributions to software architecture,-1.6846914,8.316668,3,"systems, verification, languages, software, programming",100,Paola Inverardi,https://awards.acm.org/award-recipients/inverardi_4724209,https://dblp.org/pid/i/PaolaInverardi,https://scholar.google.com/citations?user=x8XlRFgAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=x8XlRFgAAAAJ
for contributions to peer-to-peer systems and online social networks,3.580576,5.7662773,8,"protocols, internet, systems, networks, wireless",101,Ben Y. Zhao,https://awards.acm.org/award-recipients/zhao_4998316,https://dblp.org/pid/z/BenYZhao,https://scholar.google.com/citations?user=cYReSuEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=cYReSuEAAAAJ
"for contributions to computer graphics, geometry processing and visual computing",5.037557,9.202686,6,"rendering, image, graphics, computer, vision",102,Daniel Cohen-Or,https://awards.acm.org/award-recipients/cohen-or_8339869,https://dblp.org/pid/c/DCohenOr,https://scholar.google.com/citations?user=fAxws1sAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=fAxws1sAAAAJ
"for contributions to high-performance computing systems, graph analytics, and technical leadership in parallel computing",0.15957876,5.5996203,9,"memory, systems, distributed, parallel, computing",103,David A Bader,https://awards.acm.org/award-recipients/bader_4554572,https://dblp.org/pid/41/3005,https://scholar.google.com/citations?user=uXUA1pgAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=uXUA1pgAAAAJ
"for contributions to electronic design automation, including design for manufacturing and physical design",-2.3348873,5.0961933,3,"systems, verification, languages, software, programming",104,David Z. Pan,https://awards.acm.org/award-recipients/pan_4706800,https://dblp.org/pid/p/DavidZhigangPan,https://scholar.google.com/citations?user=3aLlroEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=3aLlroEAAAAJ
for contributions to information and social network mining,3.9027908,6.194408,1,"machine, natural, artificial, intelligence, learning",105,Jie Tang,https://awards.acm.org/award-recipients/tang_9003592,https://dblp.org/pid/t/ChangjieTang,https://scholar.google.com/citations?user=n1zDCkQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=n1zDCkQAAAAJ
for contributions to data security and privacy,2.9494936,4.985557,0,"cryptographic, systems, cryptography, privacy, security",106,Pierangela Samarati,https://awards.acm.org/award-recipients/samarati_NB36699,https://dblp.org/pid/s/PSamarati,https://scholar.google.com/citations?user=nAGXeFkAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=nAGXeFkAAAAJ
for contributions to the foundations of cryptography,1.9461696,9.946104,0,"cryptographic, systems, cryptography, privacy, security",107,Rafail Ostrovsky,https://awards.acm.org/award-recipients/ostrovsky_N017384,https://dblp.org/pid/o/RafailOstrovsky,https://scholar.google.com/citations?user=UvFrX04AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=UvFrX04AAAAJ
for contributions to geometric modeling and computer graphics,5.0683684,9.284662,6,"rendering, image, graphics, computer, vision",108,Wenping Wang,https://awards.acm.org/award-recipients/wang_2867478,https://dblp.org/pid/264/1980,https://scholar.google.com/citations?user=28shvv0AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=28shvv0AAAAJ
"for contributions to cryptography, online algorithms, and algorithmic game theory",2.3758676,9.457449,0,"cryptographic, systems, cryptography, privacy, security",109,Amos Fiat,https://awards.acm.org/award-recipients/fiat_8021946,https://dblp.org/pid/06/894,,
for contributions to computer architecture and compilers,-1.3802328,6.2878084,3,"systems, verification, languages, software, programming",110,David R Kaeli,https://awards.acm.org/award-recipients/kaeli_4170395,https://dblp.org/pid/k/DavidRKaeli,https://scholar.google.com/citations?user=Mkgn0qcAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Mkgn0qcAAAAJ
for contributions to software verification,-2.4718454,7.2279687,3,"systems, verification, languages, software, programming",111,Ranjit Jhala,https://awards.acm.org/award-recipients/jhala_0608632,https://dblp.org/pid/47/4244,https://scholar.google.com/citations?user=H3wb878AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=H3wb878AAAAJ
for contributions to high-performance computing in storage and parallel i/o,0.06055476,5.2027974,9,"memory, systems, distributed, parallel, computing",112,Robert B Ross,https://awards.acm.org/award-recipients/ross_2879428,https://dblp.org/pid/333/6794,https://scholar.google.com/citations?user=hvS9R4wAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=hvS9R4wAAAAJ
for contributions to online learning and decision problems,3.8749268,7.2185636,1,"machine, natural, artificial, intelligence, learning",113,Robert Kleinberg,https://awards.acm.org/award-recipients/kleinberg_3600864,https://dblp.org/pid/k/RDKleinberg,https://scholar.google.com/citations?user=zkvW8FQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=zkvW8FQAAAAJ
for contributions to physiological signal sensing for individual health and wellbeing,3.396085,4.262942,7,"cooperative, computing, computer, interaction, human",114,Rosalind Wright Picard,https://awards.acm.org/award-recipients/picard_4794384,,,
"for contributions in process algebra, model checking, and runtime verification",-2.4862618,7.0352054,3,"systems, verification, languages, software, programming",115,Scott Smolka,https://awards.acm.org/award-recipients/smolka_1625607,https://dblp.org/pid/s/ScottASmolka,https://scholar.google.com/citations?user=4q-QenMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=4q-QenMAAAAJ
