Citation,x,y,cluster,keywords,Index,Full Name
"for contributions to virtualization technology across clusters, servers, and networks",-5.468393,-2.1583529,2,"networks, parallel, computing, systems, distributed",209,Steven Gribble
for theoretical foundations and real-world deployment of internet congestion control and smart grid optimization,-9.919504,-2.728132,0,"internet, systems, mobile, networks, wireless",210,Steven H. Low
"for contributions to computational biology, including software for dna sequence analysis, alignment, and genome assembly",6.329907,-0.13749117,1,"mining, artificial, natural, intelligence, learning",211,Steven Salzberg
for research and leadership contributions to computer science education,-1.7814311,1.8600402,4,"service, science, computing, acm, computer",212,Susanne E Hambrusch
"for contributions to artificial intelligence, including heuristic search and multi-agent coordination",5.145897,1.4910382,1,"mining, artificial, natural, intelligence, learning",213,Sven Koenig
"for contributions to knowledge representation and reasoning, logic programming, and declarative problem solving",4.178706,-0.3121742,9,"systems, verification, languages, programming, software",214,Thomas Eiter
for contributions to artificial intelligence,6.020473,1.2743057,1,"mining, artificial, natural, intelligence, learning",215,Toby Walsh
"for contributions to query optimization, scalable data processing, and data programmability",6.173848,-4.0074577,8,"systems, management, query, data, database",216,Volker Markl
for contributions to the automated analysis and verification of real-time systems,-2.2977555,-8.775465,9,"systems, verification, languages, programming, software",217,Wang Yi
for contributions to the foundation and practice of data mining,7.8627152,-0.36031237,1,"mining, artificial, natural, intelligence, learning",218,Wei Wang
for the invention of asymmetric public-key cryptography and the promulgation of a practical cryptographic key-exchange method,0.17309943,-1.908894,6,"secure, systems, cryptography, security, privacy",219,Whitfield Diffie
for contributions to computing on and learning from higher-order data,6.683877,2.8260663,1,"mining, artificial, natural, intelligence, learning",220,Xuelong LI
for contributions to nonvolatile memory technologies,-6.4395256,-5.7683415,3,"performance, parallel, design, memory, computing",221,Yiran Chen
for contributions to algorithms for large scale data processing,5.796053,3.0985472,7,"combinatorial, computational, complexity, theory, algorithms",222,Yufei Tao
"for contributions to process mining, process management, and data science",7.6119366,-1.1180773,1,"mining, artificial, natural, intelligence, learning",223,Wil Van Der Aalst
"for contributions to cloud storage; processor simulation, replay, and feedback-directed optimization of systems and applications",-3.8115852,3.0622098,3,"performance, parallel, design, memory, computing",224,Bradley G Calder
for contributions to the theory and practice of data and knowledge-base systems,4.0362344,-2.5553503,8,"systems, management, query, data, database",225,Carlo A Zaniolo
for contributions to secure distributed computing and cryptographic protocols,-0.45231253,-2.1304095,6,"secure, systems, cryptography, security, privacy",226,Christian Cachin
"for contributions to natural language processing, including coreference resolution,  information and opinion extraction",9.993124,-0.8513918,1,"mining, artificial, natural, intelligence, learning",227,Claire Cardie
for technical and professional leadership in the field of genetic and evolutionary computation,5.932001,-0.39207342,4,"service, science, computing, acm, computer",228,Darrell Whitley
for contributions to security and privacy,0.81085753,-3.5186574,6,"secure, systems, cryptography, security, privacy",229,Dawn Song
for contributions to description logics and their applications in data management and software engineering,2.664672,-4.7631283,9,"systems, verification, languages, programming, software",230,Diego Calvanese
for contributions to machine-learning-based cybersecurity and parallel hardware for database inference systems,-2.5666978,1.4028893,3,"performance, parallel, design, memory, computing",231,Salvatore J Stolfo
"for contributions in education, the practice of research, and the leadership of cybersecurity",1.0344464,-4.095487,6,"secure, systems, cryptography, security, privacy",232,Deborah Frincke
for contributions to scalable distributed data systems,-5.9816976,-0.99994874,2,"networks, parallel, computing, systems, distributed",233,Magdalena Balazinska
for contributions to mathematical software and service to the profession,-0.75034106,-0.29934746,4,"service, science, computing, acm, computer",234,Ronald F Boisvert
for contributions to quantum computing and computational complexity,2.7075765,2.170486,7,"combinatorial, computational, complexity, theory, algorithms",235,Scott J Aaronson
for contributions to security and privacy of data and social network systems,0.62991947,-3.3954418,6,"secure, systems, cryptography, security, privacy",236,Elena Ferrari
for contributions to human-computer interaction and service to the acm.,2.7297218,-0.01931782,4,"service, science, computing, acm, computer",237,Elizabeth Frances Churchill
for contributions in memory management and programming language implementation,-3.9820025,-6.6299386,9,"systems, verification, languages, programming, software",238,Emery David Berger
for contributions to improving the security of the internet and combating cybercrime,1.0275414,-3.781352,6,"secure, systems, cryptography, security, privacy",239,Giovanni Vigna
"for contributions to volume rendering, visualization, computer graphics, and computer vision applications",9.144281,5.37221,5,"interaction, human, graphics, vision, computer",240,Hanspeter Pfister
"for contributions to operating systems, virtualization, and computer science education",-3.8398714,-1.7489085,4,"service, science, computing, acm, computer",241,Jason Nieh
"for contributions to multi-agent systems, in particular, the use of game theory in multi-agent systems",4.94295,1.4697443,2,"networks, parallel, computing, systems, distributed",242,Jeffrey S Rosenschein
"for contributions to queuing networks, performance analysis, distributed and parallel programming, and distributed simulation",-7.544922,-0.22595742,2,"networks, parallel, computing, systems, distributed",243,Kanianthra Mani Chandy
for contributions to rendering and scene understanding,9.623776,5.800342,5,"interaction, human, graphics, vision, computer",244,Kavita Bala
for contributions to trustworthy distributed computing and to systems research and education in china,-5.0813437,-1.9136516,6,"secure, systems, cryptography, security, privacy",245,Lidong Zhou
"for contributions to machine learning, reasoning under uncertainty, and responsible data science",4.2974343,-0.029761838,1,"mining, artificial, natural, intelligence, learning",246,Lise Getoor
for contributions to web search and web science,9.051566,0.7690984,1,"mining, artificial, natural, intelligence, learning",247,Marc Najork
for contributions to robotics and multi-agent systems and a lifelong commitment to diversity in computing,5.1121125,1.3210902,2,"networks, parallel, computing, systems, distributed",248,Maria L Gini
